Poll	Date	Sample	MoE	Rep	Dem	Spread	State	Year	Senate	Final_Margin
PPP (D)*	11/3 - 11/4	750 LV		48	46	Heller +2	NV	2012	1	1.2
PPP (D)*	10/22 - 10/24	636 LV		44	44	Tie	NV	2012	1	1.2
PPP (D)*	10/8 - 10/10	594 LV		47	44	Heller +3	NV	2012	1	1.2
PPP (D)	9/18 - 9/20	501 LV		44	48	Berkley +4	NV	2012	1	1.2
PPP (D)	10/20 - 10/23	500 RV		45	45	Tie	NV	2012	1	1.2
PPP (D)	8/23 - 8/26	831 LV		47	45	Heller +2	NV	2012	1	1.2
PPP (D)	4/21 - 4/24	491 RV		47	43	Heller +4	NV	2012	1	1.2
PPP (D)	3/29 - 4/1	553 RV		46	43	Heller +3	NV	2012	1	1.2
PPP (D)	7/28 - 7/31	601 RV		46	43	Heller +3	NV	2012	1	1.2
PPP (D)	6/7 - 6/10	500 RV		44	43	Heller +1	NV	2012	1	1.2
PPP (D)	1/3 - 1/5	932 RV		51	38	Heller +13	NV	2012	1	1.2
NBC/WSJ/Marist	10/23 - 10/24	1042 LV		48	45	Heller +3	NV	2012	1	1.2
NBC/WSJ/Marist	9/23 - 9/25	984 LV		49	43	Heller +6	NV	2012	1	1.2
NBC News/Marist	5/22 - 5/24	1040 RV		46	44	Heller +2	NV	2012	1	1.2
Magellan Strategies (R)	6/21 - 6/22	720 LV		44	46	Berkley +2	NV	2012	1	1.2
LVRJ/SurveyUSA*	10/23 - 10/29	1212 LV		46	40	Heller +6	NV	2012	1	1.2
LVRJ/SurveyUSA	10/11 - 10/15	806 LV		46	40	Heller +6	NV	2012	1	1.2
LVRJ/SurveyUSA	10/3 - 10/8	1222 LV		47	39	Heller +8	NV	2012	1	1.2
LVRJ/SurveyUSA	8/16 - 8/21	869 LV		44	39	Heller +5	NV	2012	1	1.2
Las Vegas Review-Journal	12/12 - 12/20	600 RV		43	44	Berkley +1	NV	2012	1	1.2
Gravis Marketing	10/3 - 10/3	1006 LV		53	36	Heller +17	NV	2012	1	1.2
Final Results	--	--		45.9	44.7	Heller +1.2	NV	2012	1	1.2
AFP/Magellan (R)	7/16 - 7/17	665 LV		45	42	Heller +3	NV	2012	1	1.2
WeAskAmerica	9/25 - 9/27	1258 LV		41	52	Heinrich +11	NM	2012	1	5.7
WeAskAmerica	7/9 - 7/10	1295 LV		42	51	Heinrich +9	NM	2012	1	5.7
RCP Average	9/25 - 10/25	--		40.7	51.3	Heinrich +10.6	NM	2012	1	5.7
Rasmussen Reports	10/8 - 10/8	500 LV		39	52	Heinrich +13	NM	2012	1	5.7
Rasmussen Reports	9/27 - 9/27	500 LV		39	52	Heinrich +13	NM	2012	1	5.7
Rasmussen Reports	8/21 - 8/21	500 LV		41	48	Heinrich +7	NM	2012	1	5.7
Rasmussen Reports	4/3 - 4/3	500 LV		42	46	Heinrich +4	NM	2012	1	5.7
Rasmussen Reports	2/14 - 2/14	500 LV		43	45	Heinrich +2	NM	2012	1	5.7
PPP (D)	9/7 - 9/9	1122 LV		41	50	Heinrich +9	NM	2012	1	5.7
PPP (D)	2/4 - 2/6	545 RV		39	50	Heinrich +11	NM	2012	1	5.7
PPP (D)	7/13 - 7/16	724 RV		43	48	Heinrich +5	NM	2012	1	5.7
PPP (D)	4/19 - 4/22	526 RV		43	48	Heinrich +5	NM	2012	1	5.7
PPP (D)	12/10 - 12/12	500 RV		40	47	Heinrich +7	NM	2012	1	5.7
PPP (D)	6/23 - 6/26	732 RV		42	47	Heinrich +5	NM	2012	1	5.7
POS/FM3	1/2 - 1/7	400 RV		44	45	Heinrich +1	NM	2012	1	5.7
FM3 Research (D)	8/5 - 8/7	502 LV		41	50	Heinrich +9	NM	2012	1	5.7
FM3 Research (D)	6/28 - 7/1	503 LV		45	49	Heinrich +4	NM	2012	1	5.7
Final Results	--	--		45.3	51	Heinrich +5.7	NM	2012	1	5.7
Albuquerque Journal*	10/9 - 10/11	658 LV		39	48	Heinrich +9	NM	2012	1	5.7
Albuquerque Journal	10/23 - 10/25	662 LV		42	50	Heinrich +8	NM	2012	1	5.7
Albuquerque Journal	9/3 - 9/6	667 LV		42	49	Heinrich +7	NM	2012	1	5.7
SurveyUSA	10/17 - 10/18	577 LV		33	53	Menendez +20	NJ	2012	1	19.5
SurveyUSA	2/24 - 2/26	533 RV		31	46	Menendez +15	NJ	2012	1	19.5
Rutgers-Eagleton	8/23 - 8/25	688 LV		35	47	Menendez +12	NJ	2012	1	19.5
Richard Stockton College	10/12 - 10/18	811 LV		30	52	Menendez +22	NJ	2012	1	19.5
RCP Average	10/10 - 10/25	--		33	52.5	Menendez +19.5	NJ	2012	1	19.5
Quinnipiac	10/10 - 10/14	1319 LV		37	55	Menendez +18	NJ	2012	1	19.5
Quinnipiac	8/27 - 9/2	1471 LV		40	50	Menendez +10	NJ	2012	1	19.5
Quinnipiac	2/21 - 2/27	1396 RV		34	49	Menendez +15	NJ	2012	1	19.5
Quinnipiac	7/9 - 7/15	1623 RV		34	47	Menendez +13	NJ	2012	1	19.5
Quinnipiac	5/9 - 5/14	1582 RV		35	45	Menendez +10	NJ	2012	1	19.5
Quinnipiac	4/3 - 4/9	1607 RV		35	44	Menendez +9	NJ	2012	1	19.5
PPP (D)	7/15 - 7/18	480 RV		29	48	Menendez +19	NJ	2012	1	19.5
Philadelphia Inquirer	10/23 - 10/25	601 LV		32	50	Menendez +18	NJ	2012	1	19.5
Philadelphia Inquirer	10/4 - 10/8	604 LV		35	49	Menendez +14	NJ	2012	1	19.5
Philadelphia Inquirer	9/9 - 9/12	600 LV		32	43	Menendez +11	NJ	2012	1	19.5
Monmouth University	9/19 - 9/23	613 LV		34	49	Menendez +15	NJ	2012	1	19.5
Monmouth University	7/18 - 7/22	535 LV		35	44	Menendez +9	NJ	2012	1	19.5
Fairleigh Dickinson	9/6 - 9/12	706 LV		36	50	Menendez +14	NJ	2012	1	19.5
Fairleigh Dickinson	9/19 - 9/25	800 RV		28	49	Menendez +21	NJ	2012	1	19.5
Fairleigh Dickinson	7/23 - 7/29	849 RV		33	45	Menendez +12	NJ	2012	1	19.5
Fairleigh Dickinson	1/2 - 1/8	800 RV		31	43	Menendez +12	NJ	2012	1	19.5
Fairleigh Dickinson	3/5 - 3/11	396 RV		33	43	Menendez +10	NJ	2012	1	19.5
Fairleigh Dickinson	4/30 - 5/6	397 RV		33	42	Menendez +9	NJ	2012	1	19.5
Fairleigh Dickinson	1/3 - 1/9	395 RV		29	41	Menendez +12	NJ	2012	1	19.5
WeAskAmerica	11/1 - 11/1	1178 LV		54	41	Fischer +13	NE	2012	1	15.6
Rasmussen Reports	5/16 - 5/16	500 LV		56	38	Fischer +18	NE	2012	1	15.6
Rasmussen Reports	3/5 - 3/5	500 LV		46	34		NE	2012	1	15.6
PPP (D)	3/22 - 3/25	1028 RV		48	38	Fischer +10	NE	2012	1	15.6
Omaha World-Herald	10/23 - 10/25	679 LV		49	46	Fischer +3	NE	2012	1	15.6
Omaha World-Herald	9/17 - 9/20	656 LV		56	40	Fischer +16	NE	2012	1	15.6
Final Results	--	--		57.8	42.2	Fischer +15.6	NE	2012	1	15.6
RCP Average	10/12 - 10/28	--		49	43.3	Berg +5.7	ND	2012	1	0.9
Rasmussen Reports	10/17 - 10/18	600 LV		50	45	Berg +5	ND	2012	1	0.9
Rasmussen Reports	7/10 - 7/11	400 LV		49	40	Berg +9	ND	2012	1	0.9
Mason-Dixon	10/3 - 10/5	625 LV		47	47	Tie	ND	2012	1	0.9
Mason-Dixon	6/4 - 6/6	625 LV		46	47	Heitkamp +1	ND	2012	1	0.9
Mason-Dixon	10/26 - 10/28	625 LV		47	45	Berg +2	ND	2012	1	0.9
Forum/Essman*	5/3 - 5/8	500 LV		51	44	Berg +7	ND	2012	1	0.9
Forum/Essman	10/12 - 10/15	500 LV		50	40	Berg +10	ND	2012	1	0.9
Final Results	--	--		49.3	50.2	Heitkamp +0.9	ND	2012	1	0.9
WeAskAmerica*	10/30 - 10/30	1217 LV		45	49	McCaskill +4	MZ	2012	1	15.7
WeAskAmerica	9/25 - 9/27	1145 LV		45	46	McCaskill +1	MZ	2012	1	15.7
SurveyUSA*	10/28 - 11/3	589 LV		36	51	McCaskill +15	MZ	2012	1	15.7
SurveyUSA*	8/9 - 8/12	585 LV		51	40	Akin +11	MZ	2012	1	15.7
RCP Average	10/23 - 11/3	--		42	48.3	McCaskill +6.3	MZ	2012	1	15.7
Rasmussen Reports	10/17 - 10/17	500 LV		43	51	McCaskill +8	MZ	2012	1	15.7
Rasmussen Reports	10/2 - 10/2	500 LV		45	51	McCaskill +6	MZ	2012	1	15.7
Rasmussen Reports	9/11 - 9/11	500 LV		43	49	McCaskill +6	MZ	2012	1	15.7
Rasmussen Reports	8/22 - 8/22	500 LV		38	48	McCaskill +10	MZ	2012	1	15.7
Rasmussen Reports	11/9 - 11/9	500 LV		45	47	McCaskill +2	MZ	2012	1	15.7
Rasmussen Reports	7/30 - 7/30	500 LV		47	44	Akin +3	MZ	2012	1	15.7
Rasmussen Reports	3/14 - 3/15	500 LV		50	43	Akin +7	MZ	2012	1	15.7
Rasmussen Reports	4/17 - 4/17	500 LV		48	43	Akin +5	MZ	2012	1	15.7
Rasmussen Reports	6/7 - 6/7	500 LV		50	42	Akin +8	MZ	2012	1	15.7
PPP (D)*	11/2 - 11/3	835 LV		44	48	McCaskill +4	MZ	2012	1	15.7
PPP (D)*	10/19 - 10/21	582 LV		40	46	McCaskill +6	MZ	2012	1	15.7
PPP (D)*	10/1 - 10/3	700 LV		40	46	McCaskill +6	MZ	2012	1	15.7
PPP (D)	4/28 - 5/1	555 RV		45	46	McCaskill +1	MZ	2012	1	15.7
PPP (D)	9/9 - 9/12	632 RV		43	45	McCaskill +2	MZ	2012	1	15.7
PPP (D)	8/28 - 8/29	621 LV		44	45	McCaskill +1	MZ	2012	1	15.7
PPP (D)	3/3 - 3/6	612 RV		44	45	McCaskill +1	MZ	2012	1	15.7
PPP (D)	5/24 - 5/27	602 RV		45	44	Akin +1	MZ	2012	1	15.7
PPP (D)	1/27 - 1/29	582 RV		43	43	Tie	MZ	2012	1	15.7
PPP (D)	8/20 - 8/20	500 LV		44	43	Akin +1	MZ	2012	1	15.7
Post-Dispatch/Mason-Dixon*	10/23 - 10/25	625 LV		43	45	McCaskill +2	MZ	2012	1	15.7
Post-Dispatch/Mason-Dixon	8/22 - 8/23	625 LV		41	50	McCaskill +9	MZ	2012	1	15.7
Post-Dispatch/Mason-Dixon	7/23 - 7/25	625 LV		49	44	Akin +5	MZ	2012	1	15.7
Gravis Marketing	9/16 - 9/17	1959 LV		44	40	Akin +4	MZ	2012	1	15.7
Gravis Marketing	8/23 - 8/23	1057 RV		37	39	McCaskill +2	MZ	2012	1	15.7
Final Results	--	--		39.1	54.8	McCaskill +15.7	MZ	2012	1	15.7
RCP Average	10/29 - 11/3	--		47.7	47.3	Rehberg +0.4	MT	2012	1	3.7
Rasmussen Reports	10/29 - 10/29	500 LV		48	49	Tester +1	MT	2012	1	3.7
Rasmussen Reports	10/14 - 10/14	500 LV		48	48	Tie	MT	2012	1	3.7
Rasmussen Reports	6/18 - 6/18	500 LV		49	47	Rehberg +2	MT	2012	1	3.7
Rasmussen Reports	4/2 - 4/2	500 LV		47	44	Rehberg +3	MT	2012	1	3.7
Rasmussen Reports	2/22 - 2/22	500 LV		47	44	Rehberg +3	MT	2012	1	3.7
Rasmussen Reports	8/20 - 8/20	500 LV		47	43	Rehberg +4	MT	2012	1	3.7
Rasmussen Reports	5/2 - 5/2	450 LV		53	43	Rehberg +10	MT	2012	1	3.7
PPP (D)*	11/2 - 11/3	836 LV		46	48	Tester +2	MT	2012	1	3.7
PPP (D)*	10/8 - 10/10	737 LV		43	45	Tester +2	MT	2012	1	3.7
PPP (D)*	9/10 - 9/11	656 LV		43	45	Tester +2	MT	2012	1	3.7
PPP (D)	4/26 - 4/29	934 RV		43	48	Tester +5	MT	2012	1	3.7
PPP (D)	11/10 - 11/13	1176 RV		48	46	Rehberg +2	MT	2012	1	3.7
PPP (D)	11/28 - 11/30	1625 RV		47	45	Rehberg +2	MT	2012	1	3.7
PPP (D)	6/16 - 6/19	819 RV		47	45	Rehberg +2	MT	2012	1	3.7
POS/FM3	1/2 - 1/7	400 RV		46	43	Rehberg +3	MT	2012	1	3.7
Montana State U.*	9/27 - 9/30	477 LV		43	40	Rehberg +3	MT	2012	1	3.7
Mason-Dixon	10/29 - 10/31	625 LV		49	45	Rehberg +4	MT	2012	1	3.7
Mason-Dixon	9/17 - 9/19	625 LV		48	45	Rehberg +3	MT	2012	1	3.7
Final Results	--	--		44.9	48.6	Tester +3.7	MT	2012	1	3.7
Billings Gazette	3/14 - 3/16	625 LV		45	46	Tester +1	MT	2012	1	3.7
Final Results	--	--		40.6	57.2	Wicker +16.6	MS	2012	1	16.6
Star Tribune/Mason-Dixon	10/23 - 10/25	800 LV		22	65	Klobuchar +43	MN	2012	1	34.7
Star Tribune/Mason-Dixon	9/17 - 9/19	800 LV		28	57	Klobuchar +29	MN	2012	1	34.7
St. Cloud State U.	10/15 - 10/21	600 LV		36	63	Klobuchar +27	MN	2012	1	34.7
RCP Average	10/21 - 11/3	--		29.3	60.8	Klobuchar +31.5	MN	2012	1	34.7
Rasmussen Reports	10/21 - 10/21	500 LV		33	56	Klobuchar +23	MN	2012	1	34.7
PPP (D)	11/2 - 11/3	1164 LV		32	62	Klobuchar +30	MN	2012	1	34.7
PPP (D)	10/5 - 10/8	937 LV		31	57	Klobuchar +26	MN	2012	1	34.7
PPP (D)	5/31 - 6/3	973 RV		29	55	Klobuchar +26	MN	2012	1	34.7
PPP (D)	9/10 - 9/11	824 LV		36	55	Klobuchar +19	MN	2012	1	34.7
KSTP/SurveyUSA	10/26 - 10/28	574 LV		29	60	Klobuchar +31	MN	2012	1	34.7
KSTP/SurveyUSA	11/1 - 11/3	556 LV		30	60	Klobuchar +30	MN	2012	1	34.7
KSTP/SurveyUSA	10/12 - 10/14	550 LV		30	58	Klobuchar +28	MN	2012	1	34.7
KSTP/SurveyUSA	7/17 - 7/19	552 LV		31	55	Klobuchar +24	MN	2012	1	34.7
KSTP/SurveyUSA	9/6 - 9/9	551 LV		34	55	Klobuchar +21	MN	2012	1	34.7
Final Results	--	--		30.5	65.2	Klobuchar +34.7	MN	2012	1	34.7
Wilson Research (R)	1/9 - 1/11	601 LV		41	47	Stabenow +6	MI	2012	1	22.2
RCP Average	10/11 - 11/4	--		39.5	52.8	Stabenow +13.3	MI	2012	1	22.2
Rasmussen Reports	9/20 - 9/20	500 LV		37	53	Stabenow +16	MI	2012	1	22.2
Rasmussen Reports	10/11 - 10/11	500 LV		39	51	Stabenow +12	MI	2012	1	22.2
Rasmussen Reports	6/14 - 6/14	500 LV		39	48	Stabenow +9	MI	2012	1	22.2
Rasmussen Reports	7/23 - 7/23	500 LV		40	46	Stabenow +6	MI	2012	1	22.2
PPP (D)	11/1 - 11/3	700 LV		42	55	Stabenow +13	MI	2012	1	22.2
PPP (D)	5/24 - 5/27	500 RV		37	53	Stabenow +16	MI	2012	1	22.2
PPP (D)	7/21 - 7/23	579 RV		38	52	Stabenow +14	MI	2012	1	22.2
PPP (D)	2/10 - 2/12	560 RV		37	51	Stabenow +14	MI	2012	1	22.2
PPP (D)	8/31 - 9/2	815 LV		41	50	Stabenow +9	MI	2012	1	22.2
PPP (D)	7/21 - 7/24	593 RV		41	50	Stabenow +9	MI	2012	1	22.2
PPP (D)	3/18 - 3/20	502 RV		38	50	Stabenow +12	MI	2012	1	22.2
PPP (D)	12/3 - 12/6	1224 RV		44	45	Stabenow +1	MI	2012	1	22.2
NBC News/Marist	2/19 - 2/20	3149 RV		32	53	Stabenow +21	MI	2012	1	22.2
NBC News/Marist	6/24 - 6/25	1078 RV		37	49	Stabenow +12	MI	2012	1	22.2
MRG	9/10 - 9/15	600 LV		40	46	Stabenow +6	MI	2012	1	22.2
MRG	3/14 - 3/19	600 LV		40	45	Stabenow +5	MI	2012	1	22.2
Mitchell Research	11/4 - 11/4	1305 LV		41	55	Stabenow +14	MI	2012	1	22.2
Mitchell Research	8/23 - 8/23	1277 LV		45	44	Hoekstra +1	MI	2012	1	22.2
Gravis Marketing	9/21 - 9/22	804 LV		40	54	Stabenow +14	MI	2012	1	22.2
EPIC-MRA	10/4 - 10/6	600 LV		35	55	Stabenow +20	MI	2012	1	22.2
EPIC-MRA	10/26 - 10/29	600 LV		33	54	Stabenow +21	MI	2012	1	22.2
EPIC-MRA	8/28 - 8/28	1200 LV		44	51	Stabenow +7	MI	2012	1	22.2
EPIC-MRA	7/24 - 7/31	600 LV		35	49	Stabenow +14	MI	2012	1	22.2
EPIC-MRA	9/8 - 9/11	600 LV		38	49	Stabenow +11	MI	2012	1	22.2
EPIC-MRA	6/2 - 6/5	600 LV		38	49	Stabenow +11	MI	2012	1	22.2
EPIC-MRA	11/13 - 11/16	600 LV		42	48	Stabenow +6	MI	2012	1	22.2
EPIC-MRA	8/13 - 8/16	600 LV		38	47	Stabenow +9	MI	2012	1	22.2
EPIC-MRA	2/12 - 2/17	600 LV		42	44	Stabenow +2	MI	2012	1	22.2
Detroit News	10/27 - 10/29	600 LV		38	52	Stabenow +14	MI	2012	1	22.2
Detroit News	9/15 - 9/17	600 LV		34	50	Stabenow +16	MI	2012	1	22.2
Detroit News	10/6 - 10/8	600 LV		38	50	Stabenow +12	MI	2012	1	22.2
Detroit News	8/18 - 8/20	600 LV		40	48	Stabenow +8	MI	2012	1	22.2
Baydoun/Foster (D)	7/28 - 7/28	1046 LV		43	53	Stabenow +10	MI	2012	1	22.2
Baydoun/Foster (D)	10/5 - 10/5	1122 LV		43	51	Stabenow +8	MI	2012	1	22.2
Baydoun/Foster (D)	11/2 - 11/2	1913 LV		44	50	Stabenow +6	MI	2012	1	22.2
Baydoun/Foster (D)	9/12 - 9/12	1156 LV		42	47	Stabenow +5	MI	2012	1	22.2
Baydoun/Foster (D)	8/16 - 8/16	1733 LV		48	46	Hoekstra +2	MI	2012	1	22.2
WBUR/MassINC	6/13 - 6/14	506 LV		9	23	King +27	ME	2012	1	22.2
RCP Average	10/30 - 11/3	--		11.3	34.3	King +14.7	ME	2012	1	22.2
Rasmussen Reports	9/25 - 9/25	500 LV		14	33	King +12	ME	2012	1	22.2
PPP (D)	11/1 - 11/2	1633 LV		12	36	King +14	ME	2012	1	22.2
PPP (D)	9/17 - 9/18	804 LV		14	35	King +8	ME	2012	1	22.2
Pan Atlantic SMS	9/24 - 9/28	400 LV		12	24	King +26	ME	2012	1	22.2
MPRC (D)	11/1 - 11/3	905 LV		11	34	King +14	ME	2012	1	22.2
MPRC (D)	9/15 - 9/17	856 LV		15	28	King +16	ME	2012	1	22.2
Final Results	--	--		13.3	30.7	King +22.2*	ME	2012	1	22.2
Critical Insights	10/30 - 10/31	613 LV		11	33	King +16	ME	2012	1	22.2
Critical Insights	9/12 - 9/16	618 LV		12	28	King +22	ME	2012	1	22.2
Critical Insights	6/20 - 6/25	615 RV		7	27	King +28	ME	2012	1	22.2
Washington Post	10/11 - 10/15	843 LV	5	22	53	Cardin +31	MD	2012	1	18.5
SurveyUSA	5/27 - 5/29	1575 RV	5	32	52	Feinstein +20 	MD	2012	1	18.5
RCP Average	9/17 - 10/23	--	5	22.7	51	Cardin +28.3	MD	2012	1	18.5
Gonzales Research	9/17 - 9/23	813 LV	5	22	50	Cardin +28	MD	2012	1	18.5
Final Results	--	--	5	26.3	56	Cardin +29.7	MD	2012	1	18.5
Baltimore Sun	10/20 - 10/23	801 LV	5	24	50	Cardin +26	MD	2012	1	18.5
Western NE University	3/6 - 3/10	472 RV		34	51	Brown +17	MA	2012	1	7.5
Western NE University	9/6 - 9/13	444 LV		44	50	Warren +6	MA	2012	1	7.5
Western NE University	9/28 - 10/4	440 LV		45	50	Warren +5	MA	2012	1	7.5
Western NE University	10/26 - 11/1	535 LV		46	50	Warren +4	MA	2012	1	7.5
Western NE University	2/23 - 3/1	527 RV		41	49	Brown +8	MA	2012	1	7.5
Western NE University	9/29 - 10/5	475 RV		42	47	Brown +5	MA	2012	1	7.5
Western NE University	5/29 - 5/31	504 RV		43	45	Warren +2	MA	2012	1	7.5
WBUR/MassINC	10/21 - 10/22	516 LV		44	50	Warren +6	MA	2012	1	7.5
WBUR/MassINC	9/26 - 9/28	504 LV		45	49	Warren +4	MA	2012	1	7.5
WBUR/MassINC	10/5 - 10/7	501 LV		45	48	Brown +3	MA	2012	1	7.5
WBUR/MassINC	9/15 - 9/17	507 LV		42	47	Warren +5	MA	2012	1	7.5
WBUR/MassINC	2/6 - 2/9	503 LV		43	46	Warren +3	MA	2012	1	7.5
WBUR/MassINC	8/30 - 9/1	500 LV		44	35	Brown +9	MA	2012	1	7.5
UMass Lowell/Boston Herald	12/1 - 12/6	505 RV		42	49	Warren +7	MA	2012	1	7.5
UMass Lowell/Boston Herald	9/13 - 9/17	497 LV		45	49	Brown +4	MA	2012	1	7.5
UMass Lowell/Boston Herald	10/31 - 11/3	800 LV		49	48	Brown +1	MA	2012	1	7.5
UMass Lowell/Boston Herald	9/22 - 9/28	1005 RV		38	41	Brown +3	MA	2012	1	7.5
Suffolk/7News	10/25 - 10/28	600 LV		46	53	Warren +7	MA	2012	1	7.5
Suffolk/7News	9/13 - 9/16	600 LV		44	48	Warren +4	MA	2012	1	7.5
Suffolk/7News	5/20 - 5/22	600 LV		48	47	Brown +1	MA	2012	1	7.5
Suffolk/7News	2/11 - 2/15	600 LV		49	40	Brown +9	MA	2012	1	7.5
RCP Average	10/26 - 11/3	--		47	50	Warren +3.0	MA	2012	1	7.5
Rasmussen Reports	10/25 - 10/25	500 LV		47	52	Warren +5	MA	2012	1	7.5
Rasmussen Reports	10/10 - 10/10	500 LV		47	49	Warren +2	MA	2012	1	7.5
Rasmussen Reports	2/29 - 2/29	500 LV		44	49	Brown +5	MA	2012	1	7.5
Rasmussen Reports	9/24 - 9/24	500 LV		48	48	Tie	MA	2012	1	7.5
Rasmussen Reports	4/9 - 4/9	500 LV		45	46	Warren +1	MA	2012	1	7.5
Rasmussen Reports	5/7 - 5/7	500 LV		45	45	Tie	MA	2012	1	7.5
PPP (D)	11/1 - 11/2	1089 LV		46	52	Warren +6	MA	2012	1	7.5
PPP (D)	10/9 - 10/11	1051 LV		44	50	Warren +6	MA	2012	1	7.5
PPP (D)	8/16 - 8/19	1115 LV		44	49	Brown +5	MA	2012	1	7.5
PPP (D)	9/13 - 9/16	876 LV		46	48	Warren +2	MA	2012	1	7.5
PPP (D)	6/2 - 6/5	957 RV		32	47	Brown +15	MA	2012	1	7.5
PPP (D)	3/16 - 3/18	936 RV		41	46	Warren +5	MA	2012	1	7.5
PPP (D)	9/16 - 9/18	791 RV		44	46	Warren +2	MA	2012	1	7.5
PPP (D)	6/22 - 6/24	902 RV		46	46	Tie	MA	2012	1	7.5
MassINC	4/25 - 4/28	438 RV		41	43	Warren +2	MA	2012	1	7.5
MassINC	7/19 - 7/22	445 RV		38	40	Warren +2	MA	2012	1	7.5
Mass Insight/Opinion Dynamics	1/31 - 2/4	456 RV		42	52	Brown +10	MA	2012	1	7.5
Boston Globe	10/24 - 10/28	583 LV		47	47	Tie	MA	2012	1	7.5
Boston Globe	9/21 - 9/27	502 LV		38	43	Warren +5	MA	2012	1	7.5
Boston Globe	5/25 - 5/31	651 LV		37	39	Brown +2	MA	2012	1	7.5
Boston Globe	3/21 - 3/27	544 LV		35	37	Brown +2	MA	2012	1	7.5
Rasmussen Reports	11/1 - 11/1	600 LV		42	45	Donnelly +3	IN	2012	1	5.7
Rasmussen Reports	10/10 - 10/11	600 LV		47	42	Mourdock +5	IN	2012	1	5.7
Rasmussen Reports	7/31 - 8/1	400 LV		42	40	Mourdock +2	IN	2012	1	5.7
Howey/DePauw*	10/28 - 10/30	800 LV		36	47	Donnelly +11	IN	2012	1	5.7
Howey/DePauw*	9/19 - 9/23	800 LV		38	40	Donnelly +2	IN	2012	1	5.7
Howey/DePauw	3/26 - 3/27	503 LV		35	35	Tie	IN	2012	1	5.7
Final Results	--	--		44.3	50	Donnelly +5.7	IN	2012	1	5.7
PPP (D)	10/13 - 10/16	568 RV		42	48	Hirono +6	HI	2012	1	25.2
Honolulu Star-Advertiser	7/12 - 7/21	756 LV		39	58	Hirono +19	HI	2012	1	25.2
Honolulu Star-Advertiser	10/15 - 10/22	786 LV		35	57	Hirono +22	HI	2012	1	25.2
Honolulu Star-Advertiser	5/4 - 5/10	614 RV		35	57	Hirono +22	HI	2012	1	25.2
Honolulu Star-Advertiser	1/26 - 2/5	771 RV		37	57	Hirono +20	HI	2012	1	25.2
Honolulu Civil Beat/MRG*	6/5 - 6/7	1105 LV		44	49	Hirono +5	HI	2012	1	25.2
Honolulu Civil Beat/MRG	9/26 - 9/28	1684 LV		39	55	Hirono +16	HI	2012	1	25.2
Honolulu Civil Beat/MRG	10/24 - 10/26	1218 LV		40	55	Hirono +15	HI	2012	1	25.2
Honolulu Civil Beat/MRG	1/18 - 1/19	1358 LV		39	46	Hirono +7	HI	2012	1	25.2
Final Results	--	--		37.4	62.6	Hirono +25.2	HI	2012	1	25.2
Daily Kos/PPP (D)	3/24 - 3/27	898 RV		40	52	Hirono +12	HI	2012	1	25.2
TBT/Herald/Mason-Dixon	10/30 - 11/1	800 LV		43	49	Nelson +6	FL	2012	1	13
SurveyUSA	10/25 - 10/27	595 LV		41	49	Nelson +8	FL	2012	1	13
RCP Average	10/25 - 11/4	--		43.8	50	Nelson +6.2	FL	2012	1	13
PPP (D)	11/3 - 11/4	955 LV		46	51	Nelson +5	FL	2012	1	13
NBC/WSJ/Marist	10/30 - 11/1	1545 LV		43	52	Nelson +9	FL	2012	1	13
Gravis Marketing	10/30 - 10/30	549 LV		46	49	Nelson +3	FL	2012	1	13
Final Results	--	--		42.2	55.2	Nelson +13.0	FL	2012	1	13
SurveyUSA	10/19 - 10/21	575 LV		43	47	Murphy +4	CT	2012	1	11.7
Siena	10/4 - 10/14	552 LV		44	46	Murphy +2	CT	2012	1	11.7
RCP Average	10/15 - 11/2	--		43.6	48.6	Murphy +5.0	CT	2012	1	11.7
Rasmussen Reports	10/28 - 10/28	500 LV		45	51	Murphy +6	CT	2012	1	11.7
Rasmussen Reports	10/7 - 10/7	500 LV		46	51	Murphy +5	CT	2012	1	11.7
Rasmussen Reports	10/21 - 10/21	500 LV		47	48	Murphy +1	CT	2012	1	11.7
Rasmussen Reports	8/21 - 8/21	500 LV		49	46	McMahon +3	CT	2012	1	11.7
Quinnipiac	3/14 - 3/19	1622 RV		37	52	Murphy +15	CT	2012	1	11.7
Quinnipiac	10/19 - 10/22	1412 LV		43	49	Murphy +6	CT	2012	1	11.7
Quinnipiac	9/8 - 9/13	1230 RV		38	49	Murphy +11	CT	2012	1	11.7
Quinnipiac	9/28 - 10/2	1696 LV		48	47	McMahon +1	CT	2012	1	11.7
Quinnipiac	5/29 - 6/3	1408 RV		43	46	Murphy +3	CT	2012	1	11.7
Quinnipiac	8/22 - 8/26	1472 LV		49	46	McMahon +3	CT	2012	1	11.7
PPP (D)	11/1 - 11/2	1220 LV		43	52	Murphy +9	CT	2012	1	11.7
PPP (D)	7/26 - 7/29	771 LV		42	50	Murphy +8	CT	2012	1	11.7
PPP (D)	9/22 - 9/25	592 RV		43	50	Murphy +7	CT	2012	1	11.7
PPP (D)	9/24 - 9/26	801 LV		42	48	Murphy +6	CT	2012	1	11.7
PPP (D)	8/22 - 8/23	881 RV		44	48	Murphy +4	CT	2012	1	11.7
Mason-Dixon	10/15 - 10/17	625 LV		44	44	Tie	CT	2012	1	11.7
Hartford Courant/UConn	10/11 - 10/16	574 LV		38	44	Murphy +6	CT	2012	1	11.7
